,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,4,10.0,5.0,3.0,,7.0,5.0,3.0,5.0,1.0,,,,,4.0,9.0,,,4.0,4.0,6.0,7.0,,,,,3.0,,,4.0,7.0,2.0,,,,,2.0,4.0,,1.0,5.0,1.0,,5.0,7.0,5.0,7.0,,,3.0,,8.0,8.0,,4.0,8.0,6.0,4.0,,,,7.0,1.0,5.0,,,2.0,,9.0,,,,,7.0,,9.0,9.0,4.0,,7.0,3.0,,10.0,1.0,,,2.0,10.0,,9.0,10.0,1.0,10.0,,9.0,5.0,,,3.0,10.0,,,1.0
11,11,11.0,11.0,,,,3.0,1.0,,,,2.0,1.0,,,2.0,6.0,,1.0,,3.0,2.0,,4.0,3.0,,4.0,4.0,8.0,2.0,9.0,5.0,7.0,5.0,4.0,5.0,2.0,9.0,5.0,,,,5.0,,,7.0,8.0,,8.0,,6.0,9.0,,,4.0,,,3.0,5.0,7.0,3.0,5.0,,,,9.0,,8.0,,,9.0,,8.0,,,,,8.0,,8.0,2.0,8.0,,,,,10.0,,8.0,,9.0,9.0,,8.0,9.0,,,,,7.0,,5.0,2.0
12,12,,,1.0,2.0,,5.0,1.0,1.0,8.0,,9.0,,1.0,2.0,4.0,,,,5.0,,5.0,,5.0,3.0,,3.0,4.0,4.0,,,,1.0,,,,,6.0,,4.0,5.0,,6.0,,5.0,,,4.0,8.0,3.0,3.0,1.0,,8.0,4.0,9.0,1.0,5.0,4.0,,8.0,,8.0,,,8.0,9.0,6.0,9.0,1.0,,,,,3.0,4.0,8.0,8.0,,,2.0,,,,,,5.0,8.0,9.0,1.0,10.0,10.0,,10.0,,,,10.0,10.0,,3.0,,
13,13,,13.0,1.0,3.0,,1.0,,,6.0,3.0,9.0,,9.0,2.0,6.0,5.0,1.0,3.0,6.0,,8.0,1.0,1.0,2.0,1.0,6.0,,,4.0,5.0,9.0,4.0,7.0,,3.0,7.0,,1.0,,7.0,4.0,5.0,,6.0,6.0,7.0,,,7.0,8.0,4.0,,5.0,1.0,9.0,2.0,,3.0,10.0,2.0,,6.0,8.0,9.0,4.0,7.0,8.0,8.0,,,4.0,4.0,3.0,,7.0,9.0,5.0,2.0,,4.0,3.0,,,10.0,,,9.0,4.0,,,5.0,6.0,9.0,,,8.0,10.0,10.0,10.0,,6.0,
14,14,8.0,,1.0,2.0,7.0,,2.0,,,,4.0,3.0,7.0,2.0,,6.0,,8.0,,,,6.0,4.0,,9.0,,8.0,1.0,,6.0,8.0,3.0,,,3.0,7.0,,9.0,,3.0,7.0,,5.0,,,,1.0,,,2.0,8.0,3.0,4.0,5.0,9.0,,,,5.0,,,,,,,,,,,,6.0,,,6.0,,5.0,,,6.0,,,,1.0,8.0,,8.0,,5.0,2.0,10.0,8.0,10.0,10.0,,10.0,,,10.0,,10.0,10.0,3.0
15,1,15.0,15.0,2.0,,3.0,4.0,5.0,,7.0,3.0,2.0,,,,,3.0,2.0,3.0,,,3.0,,,,,4.0,,7.0,2.0,,,5.0,,3.0,,5.0,,,4.0,6.0,4.0,,1.0,8.0,,,,,7.0,,9.0,,3.0,2.0,,,6.0,4.0,9.0,2.0,5.0,,8.0,,4.0,,,6.0,1.0,,,,,6.0,1.0,,9.0,2.0,,8.0,,5.0,,,,8.0,,9.0,,9.0,,9.0,,,8.0,,,,,10.0,,1.0
16,6,16.0,,9.0,,,4.0,,7.0,5.0,,4.0,,,,,,,,,,,9.0,5.0,2.0,,1.0,,4.0,5.0,,,,,6.0,5.0,,,7.0,4.0,2.0,,,2.0,,6.0,1.0,5.0,,,5.0,2.0,9.0,5.0,,9.0,,,,3.0,5.0,5.0,,,,5.0,1.0,,6.0,,,2.0,,8.0,9.0,,10.0,5.0,9.0,10.0,5.0,3.0,9.0,,3.0,1.0,,4.0,9.0,10.0,,9.0,10.0,10.0,7.0,,10.0,,,10.0,,,10.0
17,17,,3.0,3.0,5.0,2.0,,3.0,9.0,1.0,,3.0,,,4.0,4.0,,,7.0,3.0,4.0,1.0,7.0,,1.0,6.0,,3.0,4.0,1.0,6.0,1.0,,4.0,2.0,9.0,,3.0,8.0,2.0,1.0,3.0,,6.0,,7.0,3.0,6.0,,,,6.0,1.0,2.0,4.0,,5.0,7.0,6.0,,,,9.0,7.0,7.0,8.0,,5.0,,,8.0,4.0,,10.0,5.0,5.0,,4.0,,,,,,,,,5.0,,2.0,9.0,,9.0,,9.0,,10.0,10.0,,10.0,,,10.0,
18,18,7.0,1.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,,1.0,,5.0,3.0,,,7.0,2.0,3.0,5.0,9.0,3.0,5.0,,,3.0,6.0,,,2.0,3.0,,,,,,1.0,5.0,4.0,6.0,,,3.0,,8.0,4.0,4.0,,9.0,5.0,,,5.0,7.0,,,8.0,9.0,6.0,2.0,6.0,,,,,8.0,,4.0,,,9.0,,7.0,,,8.0,,,,,1.0,7.0,,,,,,1.0,7.0,10.0,,,2.0,5.0,,
19,7,19.0,,9.0,2.0,,,,,,1.0,8.0,,,2.0,4.0,,,,1.0,,,,9.0,,,,,8.0,,3.0,,6.0,3.0,2.0,,,,9.0,,,4.0,1.0,1.0,4.0,,9.0,7.0,,,,5.0,4.0,4.0,,,9.0,4.0,,6.0,6.0,,,4.0,,6.0,,,,8.0,,1.0,9.0,8.0,9.0,7.0,10.0,,7.0,8.0,2.0,,,9.0,8.0,2.0,8.0,4.0,9.0,1.0,,9.0,,,,,7.0,,,1.0,,7.0,9.0
20,20,4.0,,1.0,5.0,,9.0,,,,6.0,4.0,,,2.0,3.0,3.0,,9.0,3.0,,,1.0,,2.0,2.0,9.0,4.0,2.0,3.0,2.0,,4.0,2.0,,7.0,4.0,,,,2.0,3.0,4.0,,,,5.0,,9.0,7.0,4.0,6.0,,2.0,8.0,2.0,8.0,6.0,,10.0,,,,,,,6.0,10.0,,,,6.0,5.0,9.0,9.0,,6.0,9.0,,,,1.0,9.0,2.0,7.0,8.0,10.0,9.0,,9.0,,,3.0,9.0,10.0,9.0,,3.0,8.0,6.0,,,9.0
21,21,21.0,7.0,,2.0,3.0,,,4.0,6.0,,9.0,,3.0,,8.0,,,6.0,,,,4.0,,2.0,,1.0,,6.0,9.0,9.0,,5.0,1.0,,,,,2.0,3.0,8.0,3.0,6.0,,2.0,,2.0,9.0,,,,,,,,,10.0,,7.0,5.0,9.0,,,8.0,8.0,7.0,,3.0,,,6.0,8.0,8.0,,,,7.0,3.0,,,,2.0,10.0,8.0,,,,,10.0,,7.0,10.0,,,,,,10.0,2.0,10.0,,,4.0
22,22,6.0,22.0,,,,,5.0,,,,1.0,,1.0,5.0,5.0,1.0,,7.0,,,,,,4.0,8.0,7.0,3.0,1.0,,,,4.0,,4.0,,3.0,,,6.0,,,4.0,1.0,,5.0,,4.0,,9.0,,1.0,,,,9.0,2.0,,,,8.0,6.0,5.0,3.0,,9.0,,,7.0,,2.0,7.0,8.0,6.0,,,,,7.0,1.0,9.0,,,6.0,,8.0,6.0,2.0,,8.0,2.0,,5.0,,2.0,9.0,,,,,6.0,,
23,6,2.0,23.0,1.0,3.0,2.0,,3.0,,3.0,2.0,,,2.0,1.0,,6.0,4.0,4.0,1.0,,8.0,2.0,4.0,1.0,9.0,,1.0,2.0,,3.0,1.0,,5.0,,2.0,,7.0,7.0,7.0,,4.0,8.0,,3.0,,,1.0,,8.0,6.0,8.0,7.0,7.0,8.0,5.0,3.0,,7.0,6.0,,,6.0,8.0,,,5.0,,,,4.0,7.0,,9.0,,,9.0,,,9.0,1.0,4.0,,,,9.0,,3.0,,4.0,5.0,,,5.0,6.0,9.0,8.0,,,,,,10.0
24,24,24.0,9.0,,,2.0,,3.0,2.0,1.0,,,1.0,1.0,7.0,4.0,4.0,,,3.0,,,,,1.0,2.0,8.0,5.0,6.0,,,3.0,,,,4.0,4.0,,,,3.0,2.0,,,4.0,,6.0,,,6.0,,7.0,,,,1.0,,8.0,,8.0,,,8.0,,4.0,,,,6.0,8.0,,3.0,2.0,,4.0,,6.0,,8.0,1.0,7.0,,,7.0,2.0,5.0,10.0,,,,10.0,10.0,,10.0,,,,10.0,10.0,,10.0,,7.0
25,3,,7.0,,,3.0,3.0,3.0,5.0,1.0,,1.0,9.0,5.0,,,5.0,,,1.0,8.0,,1.0,1.0,4.0,,6.0,,2.0,,9.0,5.0,2.0,,,,,5.0,9.0,,,8.0,,,,,3.0,,4.0,,,4.0,,,5.0,8.0,,,10.0,,8.0,7.0,,,,,,9.0,,,7.0,2.0,,8.0,9.0,3.0,,8.0,,2.0,,,10.0,4.0,1.0,2.0,,9.0,,8.0,5.0,,,1.0,9.0,2.0,,,9.0,,10.0,10.0,
26,2,,26.0,,7.0,,,,9.0,2.0,,1.0,,8.0,3.0,,,5.0,,,,1.0,,1.0,1.0,1.0,,3.0,8.0,4.0,,3.0,8.0,,,,,,5.0,8.0,4.0,5.0,,,7.0,,9.0,6.0,,7.0,2.0,,,2.0,,5.0,8.0,,,10.0,6.0,,,5.0,,2.0,1.0,,,6.0,7.0,,,,10.0,9.0,2.0,5.0,,,8.0,8.0,10.0,2.0,,,,8.0,1.0,,2.0,,,9.0,6.0,,,10.0,,10.0,,,10.0
27,27,3.0,27.0,,,2.0,2.0,1.0,7.0,6.0,,,,,9.0,,5.0,,,3.0,4.0,,4.0,9.0,,6.0,2.0,,3.0,6.0,3.0,,4.0,,,,7.0,5.0,,,7.0,,,1.0,,1.0,,,2.0,,4.0,,6.0,9.0,4.0,,9.0,6.0,,5.0,,2.0,3.0,3.0,,,2.0,10.0,,,9.0,,8.0,7.0,9.0,,,,,9.0,7.0,8.0,,8.0,5.0,,8.0,,,10.0,,9.0,,3.0,2.0,5.0,10.0,10.0,10.0,,,10.0,10.0
28,4,28.0,1.0,4.0,2.0,,9.0,3.0,6.0,,1.0,,9.0,4.0,8.0,7.0,3.0,7.0,,8.0,2.0,,,7.0,1.0,3.0,,9.0,,,9.0,,,,3.0,,4.0,,,,5.0,,6.0,,,,9.0,,5.0,,,,,4.0,,,4.0,6.0,8.0,5.0,,,,,,,,,,7.0,,10.0,7.0,7.0,7.0,,,5.0,2.0,2.0,,,9.0,1.0,8.0,1.0,,,,6.0,,3.0,,,2.0,5.0,10.0,5.0,9.0,,10.0,1.0,
29,29,9.0,1.0,9.0,1.0,,,8.0,,,,1.0,4.0,3.0,1.0,1.0,4.0,1.0,8.0,2.0,1.0,2.0,,,1.0,3.0,,5.0,7.0,1.0,9.0,,9.0,,4.0,,,,,9.0,8.0,,5.0,8.0,,6.0,8.0,9.0,4.0,,,2.0,,,,,7.0,8.0,7.0,,,,6.0,,,,,10.0,,,9.0,,8.0,8.0,8.0,,9.0,,,6.0,6.0,,,,,2.0,3.0,10.0,,,,8.0,10.0,,,,10.0,,,7.0,,6.0,10.0
30,1,8.0,,2.0,1.0,1.0,,3.0,6.0,8.0,,7.0,3.0,4.0,1.0,,,2.0,3.0,4.0,2.0,3.0,7.0,,,,5.0,9.0,,3.0,,1.0,,3.0,5.0,,3.0,,,4.0,,,2.0,,4.0,1.0,,,,,4.0,1.0,,4.0,,,8.0,6.0,,8.0,5.0,,,9.0,,,,8.0,9.0,6.0,,9.0,10.0,8.0,,,10.0,10.0,,,8.0,,7.0,9.0,3.0,,9.0,,5.0,,9.0,7.0,1.0,,9.0,2.0,,5.0,,9.0,7.0,4.0,1.0
31,31,9.0,31.0,,3.0,1.0,,,1.0,1.0,,,2.0,,1.0,,,,,2.0,,,,,5.0,,,,6.0,,2.0,,6.0,2.0,,7.0,4.0,6.0,3.0,5.0,,6.0,,8.0,7.0,,2.0,7.0,,5.0,,5.0,4.0,7.0,,,8.0,6.0,10.0,,8.0,2.0,,,6.0,9.0,,1.0,7.0,,,,10.0,8.0,,9.0,3.0,,,10.0,,9.0,,,,9.0,,9.0,,9.0,2.0,5.0,10.0,8.0,2.0,,7.0,,5.0,10.0,,,4.0
32,32,7.0,32.0,,,,,,2.0,,1.0,8.0,,1.0,,,,,,8.0,5.0,,5.0,3.0,,,2.0,,,2.0,1.0,1.0,3.0,4.0,,3.0,8.0,6.0,,5.0,,,3.0,3.0,8.0,5.0,,8.0,3.0,5.0,,,6.0,7.0,,,,6.0,,7.0,1.0,7.0,,,,2.0,9.0,,6.0,10.0,1.0,6.0,9.0,,,,,8.0,,,7.0,6.0,9.0,,9.0,2.0,8.0,,8.0,,,,,,,,,2.0,7.0,,10.0,,
33,33,8.0,,,1.0,,2.0,5.0,,,2.0,2.0,,,1.0,,1.0,8.0,,4.0,,6.0,,2.0,,6.0,1.0,,5.0,9.0,5.0,4.0,1.0,,6.0,1.0,7.0,4.0,2.0,,1.0,5.0,4.0,1.0,5.0,4.0,6.0,,3.0,8.0,5.0,,,,,10.0,7.0,,,,,,,7.0,4.0,,7.0,9.0,6.0,6.0,,,,,,6.0,10.0,,6.0,4.0,1.0,,,5.0,8.0,3.0,,9.0,,,7.0,,9.0,,6.0,,,10.0,,,10.0,10.0,6.0
34,7,34.0,,2.0,2.0,,1.0,1.0,,,3.0,3.0,,9.0,,,,3.0,7.0,,2.0,3.0,4.0,,1.0,5.0,,,,5.0,5.0,7.0,,,4.0,9.0,,2.0,,,,,,,4.0,7.0,1.0,8.0,,8.0,,9.0,,,,,,,6.0,,5.0,5.0,3.0,,7.0,5.0,,,9.0,,6.0,,7.0,,7.0,,1.0,7.0,9.0,,1.0,7.0,,,6.0,8.0,,6.0,9.0,,9.0,,10.0,1.0,,,,,,,8.0,,10.0
35,35,,3.0,,1.0,2.0,1.0,,3.0,4.0,,2.0,,1.0,1.0,2.0,3.0,,7.0,,8.0,,,,6.0,8.0,,,,,2.0,2.0,,,2.0,,,3.0,9.0,,6.0,,3.0,1.0,7.0,,6.0,,,,,,7.0,,,6.0,,,,,,10.0,,4.0,,,,,7.0,7.0,5.0,8.0,6.0,,,3.0,,,7.0,4.0,8.0,,7.0,8.0,9.0,10.0,5.0,6.0,,,6.0,,,9.0,1.0,,,1.0,,,10.0,,1.0
36,36,2.0,7.0,,,,,3.0,,,,2.0,,,,,,6.0,,4.0,3.0,4.0,2.0,1.0,,1.0,5.0,,5.0,,1.0,6.0,2.0,,3.0,,,,,,6.0,,2.0,,,2.0,,7.0,1.0,8.0,,4.0,9.0,4.0,1.0,8.0,9.0,7.0,,8.0,6.0,1.0,,7.0,6.0,5.0,9.0,,,5.0,,,,9.0,,2.0,8.0,8.0,6.0,4.0,8.0,,,,5.0,9.0,3.0,,,7.0,9.0,3.0,,9.0,9.0,,9.0,4.0,10.0,2.0,9.0,,10.0
37,37,37.0,8.0,,3.0,,,1.0,,,,,,,,,,4.0,5.0,,,,,4.0,5.0,4.0,,2.0,6.0,8.0,,,6.0,7.0,,7.0,,7.0,,,,,6.0,5.0,,,,8.0,4.0,6.0,,7.0,8.0,1.0,5.0,,8.0,,8.0,,,,,,8.0,,7.0,6.0,,10.0,,2.0,2.0,,8.0,,7.0,,9.0,9.0,8.0,10.0,4.0,,,,9.0,5.0,,1.0,,10.0,2.0,,3.0,,,5.0,6.0,10.0,,,
38,38,38.0,38.0,,,1.0,7.0,9.0,3.0,5.0,,6.0,,3.0,8.0,,,1.0,3.0,3.0,6.0,,3.0,,,,1.0,5.0,4.0,3.0,3.0,6.0,,,,5.0,2.0,7.0,4.0,3.0,,2.0,9.0,8.0,,5.0,,4.0,6.0,2.0,8.0,1.0,8.0,9.0,4.0,,,4.0,7.0,3.0,10.0,,8.0,10.0,,,,,6.0,,,5.0,7.0,1.0,7.0,9.0,,8.0,1.0,,7.0,7.0,9.0,,7.0,2.0,8.0,9.0,9.0,4.0,8.0,9.0,,,8.0,,8.0,,10.0,4.0,,,
39,39,39.0,1.0,8.0,3.0,,,,,1.0,1.0,2.0,,1.0,,1.0,7.0,,1.0,,7.0,5.0,,8.0,9.0,,,7.0,,4.0,8.0,,9.0,,,5.0,,3.0,5.0,2.0,,2.0,,,,,4.0,1.0,1.0,8.0,6.0,2.0,,,,8.0,,,,6.0,,,9.0,5.0,,1.0,,8.0,6.0,,,,8.0,7.0,9.0,9.0,8.0,2.0,,5.0,,7.0,1.0,,,9.0,3.0,,9.0,8.0,2.0,5.0,5.0,8.0,,4.0,,10.0,3.0,10.0,,,
40,4,,,1.0,,7.0,1.0,,6.0,2.0,2.0,,4.0,1.0,1.0,,1.0,,,,9.0,,,8.0,7.0,,,1.0,3.0,5.0,,1.0,,6.0,6.0,7.0,3.0,7.0,7.0,6.0,6.0,3.0,2.0,8.0,,,,,,4.0,5.0,5.0,,,,8.0,,9.0,7.0,,5.0,,,7.0,10.0,,5.0,,,,,7.0,,,10.0,,3.0,,1.0,10.0,8.0,,3.0,,,,,8.0,3.0,9.0,,7.0,6.0,4.0,10.0,9.0,,,9.0,1.0,10.0,,
41,2,,,7.0,,,,,,1.0,2.0,3.0,,,,9.0,,1.0,,5.0,1.0,1.0,,7.0,2.0,8.0,,,8.0,,6.0,1.0,5.0,5.0,5.0,2.0,,8.0,,6.0,,,,,6.0,,6.0,,2.0,3.0,1.0,5.0,,,3.0,,3.0,,,6.0,,8.0,,,,1.0,5.0,9.0,,10.0,,,7.0,10.0,,7.0,9.0,,,8.0,8.0,,,,9.0,,9.0,,,,9.0,,6.0,2.0,,10.0,,,10.0,5.0,,10.0,10.0
42,42,,7.0,,,1.0,9.0,5.0,,,6.0,,,9.0,,8.0,,,2.0,,1.0,,,,3.0,,,,,,4.0,3.0,3.0,4.0,,1.0,,4.0,,7.0,,2.0,,,,,3.0,,,3.0,,,1.0,,7.0,,9.0,4.0,8.0,,2.0,6.0,,1.0,,9.0,3.0,2.0,,9.0,,,7.0,1.0,,,7.0,9.0,,4.0,7.0,,,5.0,5.0,,,5.0,9.0,9.0,5.0,8.0,3.0,,6.0,,9.0,,,,,,10.0
43,8,43.0,,,,,,1.0,,8.0,,1.0,,3.0,1.0,,1.0,5.0,5.0,5.0,3.0,2.0,4.0,,,,6.0,,,5.0,7.0,3.0,,,,3.0,,,4.0,6.0,2.0,,,,8.0,,4.0,9.0,,4.0,8.0,,8.0,,8.0,4.0,7.0,,9.0,8.0,7.0,,10.0,3.0,,3.0,,,10.0,4.0,,8.0,,,1.0,2.0,,7.0,,,9.0,1.0,8.0,9.0,,,,,,,9.0,,,,,3.0,6.0,,5.0,3.0,10.0,10.0,10.0
44,4,44.0,4.0,,,3.0,8.0,6.0,,8.0,,,,5.0,3.0,1.0,,,,,5.0,,,1.0,8.0,5.0,8.0,,1.0,,,1.0,2.0,4.0,2.0,7.0,1.0,7.0,8.0,,,,9.0,,5.0,4.0,5.0,6.0,3.0,6.0,7.0,8.0,5.0,4.0,,,8.0,,,7.0,3.0,9.0,,,,3.0,9.0,,4.0,,,10.0,,6.0,,,9.0,,1.0,5.0,,,,,,,,3.0,,,1.0,10.0,10.0,10.0,,,10.0,9.0,,10.0,,,
45,1,45.0,1.0,4.0,,4.0,,5.0,,1.0,,7.0,,4.0,1.0,,,,,,4.0,7.0,9.0,,5.0,8.0,8.0,,,6.0,6.0,,,,3.0,4.0,6.0,2.0,2.0,,6.0,6.0,,5.0,8.0,3.0,8.0,,,,,7.0,,,4.0,3.0,5.0,,,5.0,,,,8.0,,,,9.0,,,8.0,8.0,,,,3.0,,4.0,3.0,10.0,,6.0,10.0,10.0,,,8.0,,,,2.0,,6.0,,,10.0,6.0,2.0,8.0,,10.0,,6.0
46,46,,,,,2.0,,,2.0,,,6.0,,1.0,1.0,2.0,,,,,,6.0,,9.0,4.0,,,7.0,,1.0,,8.0,6.0,,,1.0,,,,4.0,,6.0,,,7.0,8.0,,8.0,6.0,6.0,5.0,7.0,5.0,,,2.0,5.0,,,,,4.0,,7.0,,6.0,3.0,10.0,3.0,6.0,3.0,,,,6.0,8.0,8.0,7.0,10.0,,3.0,,7.0,6.0,8.0,8.0,,9.0,8.0,3.0,1.0,,10.0,,9.0,4.0,,,,8.0,1.0,,7.0
47,8,,3.0,8.0,3.0,3.0,1.0,,1.0,,,2.0,,4.0,,,3.0,,,,,2.0,6.0,3.0,9.0,,4.0,2.0,6.0,2.0,8.0,2.0,,,1.0,4.0,3.0,,,,4.0,,,8.0,,5.0,8.0,,,5.0,,,8.0,7.0,9.0,6.0,5.0,3.0,1.0,2.0,,,6.0,,,,5.0,,10.0,8.0,,8.0,,10.0,,10.0,,7.0,,9.0,8.0,10.0,,8.0,3.0,,5.0,,,,,10.0,3.0,,,8.0,8.0,10.0,2.0,,1.0,3.0,3.0
48,5,,5.0,,9.0,6.0,,9.0,,4.0,1.0,2.0,,,2.0,1.0,3.0,4.0,2.0,,5.0,,1.0,,,4.0,5.0,,2.0,,,2.0,4.0,,,,,,6.0,,,2.0,5.0,3.0,,5.0,1.0,,1.0,6.0,,,,8.0,3.0,9.0,4.0,9.0,,,7.0,8.0,,,2.0,1.0,,3.0,6.0,,,1.0,7.0,2.0,6.0,,,10.0,,,,5.0,,10.0,,8.0,8.0,9.0,,4.0,,1.0,10.0,,,10.0,,10.0,10.0,10.0,,5.0,10.0
